date,high_temp,low_temp,weather_am,weather_pm
2014/5/4,23,14.8,晴後一時薄曇,曇一時晴
2014/5/5,20.7,16.7,雨時々曇,曇後一時雨
2014/5/6,18,12.5,曇一時雨,晴時々曇
2014/5/7,21.5,11.2,晴,晴後薄曇
2014/5/8,21.5,16,薄曇,晴時々曇
2014/5/9,26.8,14.4,晴後一時雨、雷・ひょうを伴う,晴
2014/5/10,24.9,13.6,晴,晴一時薄曇
2014/5/11,25.3,17,晴時々薄曇,晴後一時薄曇
2014/5/12,23.3,17.1,薄曇,雨一時曇
2014/5/13,22.7,16.5,雨後曇一時晴,晴
2014/5/14,27.2,17.4,薄曇,曇後雨
2014/5/15,21.9,17.9,曇時々雨後一時晴,曇時々晴一時雨
2014/5/16,25.7,18,晴後一時雨,快晴
2014/5/17,26.2,17,晴,晴一時薄曇
2014/5/18,25.2,16.1,晴一時薄曇,晴時々曇
2014/5/19,25.7,17.4,薄曇,晴
2014/5/20,25.6,18.8,薄曇,曇後雨
2014/5/21,19.5,15.9,大雨,快晴
2014/5/22,22.8,13.5,晴時々雨、雷を伴う,曇一時雨、雷を伴う
2014/5/23,21.7,14.2,薄曇,晴
2014/5/24,25.4,15.4,晴後一時薄曇,薄曇
2014/5/25,27.3,20,薄曇,晴後一時薄曇
2014/5/26,24.6,18.6,薄曇,雨一時曇
2014/5/27,26.5,17.7,曇一時雨,曇
2014/5/28,27.7,19.8,薄曇,薄曇後晴
2014/5/29,27.5,19.3,晴時々薄曇,晴後一時薄曇
2014/5/30,29,20,薄曇後晴,晴
2014/5/31,31.6,20.2,快晴,快晴
2014/6/1,33.1,21,快晴,快晴
2014/6/2,31.4,20.5,晴後薄曇,薄曇
2014/6/3,28.9,20.4,薄曇,薄曇後一時晴
2014/6/4,29.4,22.1,晴時々薄曇,曇
2014/6/5,23.3,18.6,雨時々曇,雨後一時曇
2014/6/6,20.9,19,大雨,大雨
2014/6/7,19.2,17.7,雨,雨
2014/6/8,22.4,17.9,雨後時々曇,曇後晴
2014/6/9,25.6,19.3,曇後時々雨,雨後時々曇、雷を伴う
2014/6/10,27.8,20.4,曇,曇一時雨
2014/6/11,24.4,20.9,雨時々曇,雨
2014/6/12,23.7,20.7,雨後時々曇,晴
2014/6/13,30.3,20.1,晴後一時雨、雷を伴う,晴一時雨
2014/6/14,29.4,20.1,晴後一時薄曇,晴時々曇
2014/6/15,29.6,20.1,晴,晴時々曇
2014/6/16,29.8,21.7,薄曇時々晴,薄曇
2014/6/17,27.8,21.7,薄曇,曇
2014/6/18,25.1,21.7,曇時々雨,曇後晴
2014/6/19,28.5,21.4,晴,曇時々晴
2014/6/20,27.9,22,薄曇時々晴,曇一時雨
2014/6/21,27.7,22.6,曇,曇後雨
2014/6/22,23.6,21.3,雨後曇,曇
2014/6/23,27.8,21.3,曇,曇
2014/6/24,26.6,20.9,曇時々雨、雷を伴う,曇時々晴後一時雨
2014/6/25,26.2,20.6,曇時々雨、雷を伴う,曇
2014/6/26,28.2,20.3,曇,薄曇時々晴
2014/6/27,26.2,22.2,曇時々雨,曇時々雨
2014/6/28,24.8,21.5,雨時々曇,雨一時曇
2014/6/29,28.9,21,曇時々雨後一時晴、雷を伴う,曇一時雨、雷を伴う
2014/6/30,27.3,20.7,曇,曇後一時雨
2014/7/1,29.6,21,曇後晴,晴一時曇
2014/7/2,30.3,22.2,晴時々曇,曇
2014/7/3,27.5,21.8,曇後一時雨,雨
2014/7/4,23.4,20.6,雨時々曇,雨時々曇
2014/7/5,24.3,20.1,曇時々雨,晴時々薄曇
2014/7/6,28.5,20.6,薄曇,薄曇後雨
2014/7/7,24.9,21.6,雨時々曇,晴時々曇
2014/7/8,31.5,21.6,晴,曇後時々雨
2014/7/9,25.7,23.3,曇時々雨,曇時々雨
2014/7/10,29.7,23.5,曇後一時雨,雨時々曇
2014/7/11,34.2,24.1,曇時々晴,曇時々雨
2014/7/12,32.8,26.5,晴後一時薄曇,曇一時晴
2014/7/13,28,25.6,曇,曇
2014/7/14,32.9,25.4,曇一時雨後晴,曇一時雨
2014/7/15,32.5,24.7,晴一時曇,晴
2014/7/16,32.3,24.7,晴,薄曇後一時雨
2014/7/17,31.8,24.4,曇一時晴,曇時々雨一時霧雨
2014/7/18,27.5,22.6,曇,曇一時雨、雷を伴う
2014/7/19,26.4,22.1,曇時々雨,曇一時雨
2014/7/20,29.9,21.8,曇後一時大雨、雷を伴う,曇一時雨、雷を伴う
2014/7/21,28.8,22.6,曇後時々晴,曇時々晴
2014/7/22,31.2,24.7,薄曇一時晴,曇一時晴
2014/7/23,33.1,25.6,薄曇,曇後一時晴
2014/7/24,34.6,26.2,曇後一時雨,晴時々曇一時雨、雷を伴う
2014/7/25,35.6,26.4,晴,快晴
2014/7/26,34.6,27.9,晴,快晴
2014/7/27,34.5,27.1,晴後一時雨、雷を伴う,晴時々曇一時雨
2014/7/28,30.7,25.9,晴一時曇,快晴
2014/7/29,31.8,24.1,晴,晴
2014/7/30,31.8,25,晴,晴
2014/7/31,33.9,26.1,晴,晴時々薄曇
2014/8/1,33.5,26.6,薄曇時々晴,曇一時雨後時々晴、雷を伴う
2014/8/2,35.3,27,晴,快晴
2014/8/3,35.5,27.9,晴後時々薄曇,薄曇時々晴
2014/8/4,34.7,27.8,薄曇,晴一時曇
2014/8/5,36.1,28,快晴,快晴
2014/8/6,35.7,27.9,快晴,快晴
2014/8/7,34.2,27.6,晴,曇時々晴
2014/8/8,31.7,26.6,曇時々雨,曇
2014/8/9,27.8,22.8,曇時々雨,曇時々雨
2014/8/10,29.4,22.2,曇時々雨,曇一時雨
2014/8/11,32.9,27.3,晴後一時曇,曇時々晴
2014/8/12,29.6,21.7,曇後雨,曇一時雨
2014/8/13,31.5,21.9,曇一時晴,曇一時雨
2014/8/14,30.1,25.8,曇後雨,晴時々曇一時雨
2014/8/15,33.6,25.6,薄曇,晴時々薄曇
2014/8/16,31.2,23.2,曇時々雨,曇
2014/8/17,30.8,22.3,曇,曇時々晴
2014/8/18,33.6,26,曇後晴,晴
2014/8/19,34.7,26.5,晴,快晴
2014/8/20,34.5,27.8,晴,薄曇
2014/8/21,34.1,27.5,晴時々曇,快晴
2014/8/22,34.6,27.6,晴,晴時々曇
2014/8/23,30.3,25.8,曇一時雨,曇
2014/8/24,32.1,25.3,薄曇,曇時々雨
2014/8/25,29.3,24.8,曇時々雨,曇後一時雨
2014/8/26,26.9,23.2,雨時々曇,雨時々曇
2014/8/27,23.4,19.9,雨後時々曇,雨
2014/8/28,23,19.6,雨後一時曇,雨後一時曇
2014/8/29,26.2,20.8,曇時々雨,曇後雨
2014/8/30,26.1,19.9,曇一時雨,晴時々曇
2014/8/31,25.7,21.3,曇後一時晴,曇後一時雨
2014/9/1,23.8,20.1,雨一時曇,雨時々曇後一時晴
2014/9/2,29.8,20,晴後一時曇,曇時々晴
2014/9/3,27.3,22,曇,曇一時晴
2014/9/4,27.7,22,曇,曇時々晴
2014/9/5,31.6,24.2,曇時々晴,曇
2014/9/6,31.1,24.1,曇一時晴,雨時々曇、雷を伴う
2014/9/7,24.4,19.4,雨後曇,曇時々晴
2014/9/8,24.4,19.6,曇時々雨,雨時々曇
2014/9/9,28.1,20.1,晴時々曇,曇時々晴
2014/9/10,26.9,19.8,曇後一時大雨、雷を伴う,曇一時雨、雷を伴う
2014/9/11,23.2,19.9,雨時々曇,曇後一時晴
2014/9/12,27.5,19.4,晴後一時曇,曇
2014/9/13,27.3,20.3,曇後一時雨後晴,晴時々曇
2014/9/14,28.7,19.7,晴,晴後曇
2014/9/15,26,21.5,曇,曇
2014/9/16,29.5,21.5,晴時々曇,晴後曇
2014/9/17,26.1,20.9,曇,曇一時雨
2014/9/18,25.9,19.9,曇,曇一時晴
2014/9/19,25.6,18.4,薄曇,曇後一時雨
2014/9/20,22.3,19.4,曇時々雨,晴一時曇
2014/9/21,26.7,16.4,晴一時薄曇,薄曇
2014/9/22,27.2,19.4,晴時々曇,曇一時雨後晴
2014/9/23,26.4,17.7,晴時々薄曇,薄曇後一時晴
2014/9/24,25.9,19.4,曇後一時雨,雨時々曇
2014/9/25,28.5,22.1,雨後時々曇,曇時々雨
2014/9/26,28.1,19.8,晴,晴時々曇
2014/9/27,23.5,17.4,曇時々晴,曇時々晴
2014/9/28,27,17.6,晴,快晴
2014/9/29,28.3,20.2,快晴,晴後時々曇
2014/9/30,29.1,20.8,晴,曇
2014/10/1,24.6,19.6,雨時々曇,曇
2014/10/2,24.7,19.5,曇後一時雨,曇一時雨
2014/10/3,29.8,22.5,晴,曇一時晴
2014/10/4,25.7,22.4,曇,曇後雨
2014/10/5,22.4,15.2,大雨,大雨、雷を伴う
2014/10/6,28.4,16.1,大雨後晴,曇
2014/10/7,24,17.7,晴時々曇,曇後時々晴
2014/10/8,24.4,16.8,晴時々曇,曇一時晴後時々雨
2014/10/9,24,18,曇,晴一時曇
2014/10/10,26.3,17.8,薄曇,曇
2014/10/11,23.5,18.2,薄曇,曇一時晴
2014/10/12,20.6,17,曇,曇
2014/10/13,24,15.7,雨時々曇,大雨後一時曇
2014/10/14,27.1,18.8,晴後一時曇,曇後一時晴
2014/10/15,19.1,13.8,雨一時曇,雨時々曇一時晴
2014/10/16,21.1,13.5,曇時々晴,晴一時曇
2014/10/17,24,15,快晴,晴後一時曇
2014/10/18,21.8,13.4,晴一時曇,晴一時曇
2014/10/19,23,13.5,快晴,晴後曇一時雨
2014/10/20,24.1,15.8,晴後曇一時雨,雨時々曇
2014/10/21,21.4,16.4,雨後曇,曇一時雨
2014/10/22,19.5,13.9,雨,雨
2014/10/23,15.5,12.9,雨時々曇,曇時々雨後一時晴
2014/10/24,20.7,13,晴一時曇,晴
2014/10/25,22.7,12.9,晴,曇時々晴
2014/10/26,23.9,16.3,曇時々晴,曇一時雨
2014/10/27,23,15.1,曇後一時晴,晴
2014/10/28,20.2,13.8,晴,晴
2014/10/29,21.6,13.1,快晴,晴後一時薄曇
2014/10/30,21.8,11.9,晴時々曇,晴後曇
2014/10/31,20.8,15.3,曇一時雨,曇時々雨
2014/11/1,18.6,15.6,雨,雨後時々曇
2014/11/2,22.4,15.4,晴後曇,曇後晴
2014/11/3,21.6,14.1,曇一時晴,晴一時曇
2014/11/4,19.9,12.3,晴,曇
2014/11/5,17.6,11.9,曇,曇
2014/11/6,21.3,14.3,曇後一時雨,曇時々雨後晴
2014/11/7,21.1,14.7,晴,曇後一時晴
2014/11/8,15.4,12.9,曇一時雨,曇
2014/11/9,17.6,12.6,曇一時雨,曇時々雨後晴
2014/11/10,22.2,13.3,晴後曇,曇時々晴
2014/11/11,15.8,13,曇後時々雨,曇後時々雨
2014/11/12,16.3,12.3,曇時々雨後一時晴,快晴
2014/11/13,20.9,11.4,快晴,快晴
2014/11/14,16.8,8.8,快晴,快晴
2014/11/15,17.5,8.4,快晴,快晴
2014/11/16,16.2,9.8,晴時々薄曇,曇一時晴
2014/11/17,15.1,9.2,曇一時晴,曇後晴
2014/11/18,16.8,10.2,晴,晴時々曇
2014/11/19,15.9,9.8,快晴,晴後薄曇
2014/11/20,11.6,6.9,曇後雨,雨一時曇後晴
2014/11/21,16.6,7.8,晴時々曇,薄曇時々晴
2014/11/22,18.7,10.5,快晴,快晴
2014/11/23,19.1,9.8,晴,晴後時々曇
2014/11/24,15.6,10.7,曇後一時晴,薄曇一時晴
2014/11/25,12.6,9.5,雨,雨
2014/11/26,10,8.5,雨,雨時々曇後一時晴
2014/11/27,17,9.3,晴,晴後曇
2014/11/28,16.3,11.4,曇一時晴,曇時々晴
2014/11/29,19.4,11.8,雨時々曇後晴,快晴
2014/11/30,17.5,12.7,曇時々晴,雨時々曇
2014/12/1,14.9,12.6,曇時々雨,晴一時曇
2014/12/2,14.4,5.9,快晴,快晴
2014/12/3,13.6,3,晴,晴後一時薄曇
2014/12/4,13.2,5.9,曇後雨,曇一時雨
2014/12/5,13.4,3.9,晴一時曇,快晴
2014/12/6,9.8,1.7,晴後一時曇,晴時々曇
2014/12/7,10.8,2,晴一時薄曇,曇一時晴
2014/12/8,11.6,3.2,晴,晴
2014/12/9,12.4,2.8,快晴,快晴
2014/12/10,10.8,3.6,薄曇,曇
2014/12/11,16.2,5.3,曇時々雨,曇
2014/12/12,11.1,5.6,曇一時雨,晴一時曇
2014/12/13,12.7,1.9,晴,快晴
2014/12/14,8.9,1.2,晴後一時みぞれ、あられを伴う,晴一時曇、みぞれを伴う
2014/12/15,10.4,0.1,晴後時々薄曇,曇後一時みぞれ
2014/12/16,5.3,1.9,雨一時曇,晴一時雨
2014/12/17,9.1,1.4,晴,快晴
2014/12/18,8.3,-1.3,快晴,快晴
2014/12/19,9.5,0,快晴,曇一時晴
2014/12/20,7.6,3.4,曇後雨,雨時々曇後晴
2014/12/21,12.6,4.2,曇時々晴,曇時々晴
2014/12/22,11.4,3.1,快晴,快晴
2014/12/23,11.2,2.4,晴後一時薄曇,晴時々薄曇
2014/12/24,11.9,1.4,薄曇後晴,快晴
2014/12/25,11.5,3.1,曇時々晴,晴時々曇
2014/12/26,10,0.4,快晴,快晴
2014/12/27,8.7,1.8,快晴,晴
2014/12/28,8,-0.6,晴後薄曇,曇後雨
2014/12/29,6.1,2.5,雨後時々曇,晴一時曇
2014/12/30,12.2,1.8,晴,快晴
2014/12/31,12.9,1.8,快晴,晴一時曇
2015/1/1,8.2,0.7,曇時々晴一時雪,快晴
2015/1/2,7.9,-2.2,晴時々曇,晴一時曇
2015/1/3,8.9,-1.1,快晴,晴後薄曇
2015/1/4,9.3,-0.4,曇後晴,快晴
2015/1/5,12.9,1.3,快晴,曇一時晴
2015/1/6,16,5.8,曇後時々雨,曇時々晴
2015/1/7,10.2,3,晴時々曇,快晴
2015/1/8,11.2,2,快晴,快晴
2015/1/9,11,3.5,快晴,快晴
2015/1/10,11.2,1.9,快晴,快晴
2015/1/11,10.8,0.2,快晴,晴一時曇
2015/1/12,9,2,快晴,快晴
2015/1/13,11.8,2.5,快晴,晴
2015/1/14,11.5,1.2,晴後曇,曇
2015/1/15,8.2,3.4,大雨一時曇,雨後晴
2015/1/16,13.2,4.9,晴後曇,曇後晴
2015/1/17,11.6,1.3,晴,快晴
2015/1/18,10.9,-0.5,快晴,晴時々薄曇
2015/1/19,11.7,-0.7,晴,快晴
2015/1/20,11.2,2.7,快晴,晴後曇
2015/1/21,3.8,1.5,曇時々雪後雨,曇一時雨
2015/1/22,5.6,3.2,雨一時曇,雨
2015/1/23,12.8,3.7,晴一時曇,快晴
2015/1/24,8.1,2.9,曇,快晴
2015/1/25,12.2,0.9,晴後薄曇,曇後一時雨
2015/1/26,12.9,5.6,曇時々晴,雨一時曇
2015/1/27,16.4,5.8,晴時々曇一時雨,曇時々雨後一時みぞれ
2015/1/28,9.7,1.4,晴時々曇一時雪,快晴
2015/1/29,8.2,-0.9,晴後曇,曇後一時雪
2015/1/30,4.7,0.4,雪一時みぞれ後雨,晴時々曇
2015/1/31,10.5,0.8,快晴,快晴
2015/2/1,8.6,0.7,快晴,快晴
2015/2/2,9.6,1,快晴,晴
2015/2/3,10.3,0.4,晴,晴時々曇
2015/2/4,9.6,1.1,晴後時々薄曇,曇
2015/2/5,5.1,1.1,雨時々みぞれ,雨後晴
2015/2/6,12,-0.3,快晴,快晴
2015/2/7,9.6,1.2,曇,雨後曇一時晴
2015/2/8,6.8,2,曇一時雨,晴時々曇
2015/2/9,4.9,-0.6,曇後時々晴,晴
2015/2/10,8.1,-2.4,快晴,快晴
2015/2/11,10.9,0.2,晴,薄曇時々晴
2015/2/12,13,1.2,快晴,晴一時曇
2015/2/13,12.3,1.1,晴後曇,快晴
2015/2/14,10.6,-1.4,快晴,快晴
2015/2/15,11.7,0.3,快晴,晴後一時薄曇
2015/2/16,13.2,1.5,薄曇時々晴,薄曇時々晴
2015/2/17,5.4,1.3,雨時々曇一時雪,雨
2015/2/18,4.3,2.5,雨、みぞれを伴う,曇一時雨後晴
2015/2/19,13,0.9,晴,晴一時曇
2015/2/20,11.9,2.5,晴,快晴
2015/2/21,10.5,2,晴,曇後一時雨
2015/2/22,8,4.4,曇一時雨,雨一時曇
2015/2/23,19.2,6.3,曇一時雨,曇時々晴一時雨
2015/2/24,12.7,7.2,曇,曇
2015/2/25,13.2,7.5,曇,曇
2015/2/26,7.9,5,雨一時曇,雨一時曇後晴
2015/2/27,15.3,3.8,晴,曇一時晴
2015/2/28,12.8,3,晴一時曇,曇後一時雨
2015/3/1,9.8,5.4,曇後雨,雨一時曇後晴
2015/3/2,14.1,5.1,快晴,晴時々曇
2015/3/3,7.7,3.6,曇一時雨,雨一時曇
2015/3/4,17.5,3.2,曇時々晴一時雨,薄曇
2015/3/5,14.3,5.4,晴,曇
2015/3/6,12,4.9,曇,雨一時曇
2015/3/7,8.2,3.9,曇時々雨,曇時々雨
2015/3/8,10.9,5.9,雨後曇,曇
2015/3/9,9.9,8.4,雨一時曇,雨後一時曇
2015/3/10,13.7,1.7,曇時々晴後一時雨、みぞれを伴う,晴
2015/3/11,12.2,-0.4,晴,晴一時曇
2015/3/12,14.8,3.6,晴一時薄曇,快晴
2015/3/13,14.4,1.8,晴,晴
2015/3/14,13.5,4.7,曇一時晴,曇一時晴
2015/3/15,13,4.9,曇後一時晴,曇一時晴
2015/3/16,16,7.3,曇後一時雨,雨後一時晴
2015/3/17,21.2,9.2,晴後一時薄曇,晴時々曇
2015/3/18,21.7,10.7,薄曇,曇後時々雨
2015/3/19,15.9,10.3,曇後雨,曇
2015/3/20,14.9,9.9,曇,曇一時晴
2015/3/21,16,7.2,曇一時雨後時々晴,曇時々晴
2015/3/22,18.7,6.6,晴,晴一時雨
2015/3/23,17,4.7,晴後曇,晴一時曇
2015/3/24,15.1,3.9,晴,晴一時曇
2015/3/25,14.3,2.7,快晴,快晴
2015/3/26,15.8,4.9,快晴,快晴
2015/3/27,20.4,4,快晴,晴
2015/3/28,20.6,7.6,曇後晴,快晴
2015/3/29,21.1,9,曇一時雨,晴一時雨
2015/3/30,23.6,9.4,快晴,快晴
2015/3/31,23.2,9.8,晴,晴後一時薄曇
2015/4/1,18.7,8.8,曇時々雨,雨後曇時々晴
2015/4/2,17.4,6.5,晴,晴時々曇
2015/4/3,20.6,12.1,曇一時雨,曇
2015/4/4,19.1,10,曇一時雨,曇後一時雨
2015/4/5,11.4,8.6,雨時々曇,曇
2015/4/6,22.9,11.2,晴時々曇後一時雨,雨時々曇
2015/4/7,13,6.9,雨,雨
2015/4/8,7.6,2.4,雨一時みぞれ,曇
2015/4/9,13.2,3.2,曇時々晴,晴後薄曇
2015/4/10,12.1,5.3,曇後一時雨,雨
2015/4/11,16.2,8.4,雨後曇,曇時々晴一時雨
2015/4/12,18,8.4,薄曇一時晴,曇
2015/4/13,11.3,8.5,雨一時曇,雨後時々曇
2015/4/14,14.1,9.3,雨一時曇,雨後一時晴
2015/4/15,21.4,10.5,晴時々曇,晴一時曇、雷を伴う
2015/4/16,21.5,8.8,晴後薄曇,薄曇一時晴
2015/4/17,24.9,9.3,晴時々曇一時雨,曇一時雨後晴
2015/4/18,19.7,6.8,薄曇一時晴,薄曇一時晴
2015/4/19,17.2,10.4,曇後一時雨,曇
2015/4/20,20.7,13.6,雨時々曇,雨後曇
2015/4/21,20.5,13.9,曇,曇後一時晴
2015/4/22,21.4,11.2,晴後曇一時雨,雨後晴一時曇
2015/4/23,24.8,11.9,晴,薄曇
2015/4/24,23.9,14,薄曇,薄曇
2015/4/25,22.9,12.6,晴時々曇,晴時々曇
2015/4/26,23.8,12.4,晴,快晴
2015/4/27,25,13.3,快晴,快晴
2015/4/28,27.2,14.6,晴時々薄曇,薄曇
2015/4/29,24.3,15,薄曇後時々晴,晴後一時曇
2015/4/30,24,14.7,曇時々晴,快晴
2015/5/1,27.5,14.5,晴,快晴
2015/5/2,27.6,15.2,快晴,晴後曇
2015/5/3,27,17.2,薄曇時々晴,薄曇後一時雨
2015/5/4,26.6,18.5,晴一時曇,曇一時晴
2015/5/5,22.4,13.1,曇後晴,快晴
2015/5/6,24.7,11.6,晴後薄曇,薄曇
2015/5/7,24.7,15.7,曇一時雨後晴,晴後曇
2015/5/8,26.8,15.8,晴一時曇,薄曇一時晴
2015/5/9,21.3,16.3,曇一時雨,曇一時雨
2015/5/10,27,13.8,晴後時々曇,晴一時曇
2015/5/11,23.5,12.1,晴後薄曇,薄曇後時々雨
2015/5/12,22.7,15.9,曇後一時雨,大雨後晴一時薄曇
2015/5/13,28.4,17.4,晴,晴
2015/5/14,28.6,16.9,晴後薄曇,薄曇後晴
2015/5/15,27.8,18.9,晴後曇,薄曇後一時雨
2015/5/16,23.7,19.5,曇一時雨,曇
2015/5/17,27.8,18.9,薄曇,薄曇
2015/5/18,26.2,17.5,曇,雨時々曇
2015/5/19,24.2,16.6,曇一時雨,曇
2015/5/20,27.3,18.3,晴時々薄曇,曇時々雨、雷を伴う
2015/5/21,25.7,13.4,晴,晴後時々薄曇
2015/5/22,26,15,薄曇,晴
2015/5/23,27.1,16.1,薄曇一時晴,曇
2015/5/24,26,17.3,曇後一時晴,薄曇時々晴
2015/5/25,26.1,16.6,曇一時晴,曇後晴
2015/5/26,30.9,16.9,晴,快晴
2015/5/27,30.2,18.7,晴後一時薄曇,曇一時晴
2015/5/28,26.8,18.4,曇後一時晴,曇
2015/5/29,22.8,18.3,曇後時々雨,曇時々雨後一時晴
2015/5/30,29.6,18.4,晴後時々薄曇,曇
2015/5/31,32.2,20.6,晴後一時薄曇,曇
2015/6/1,27.7,20.8,晴後薄曇,薄曇時々晴
2015/6/2,28.7,19.7,曇時々晴,曇後一時雨
2015/6/3,22.9,20.1,雨一時曇,曇時々晴
2015/6/4,29.1,18.6,薄曇後晴,晴後薄曇
2015/6/5,22.5,14.2,曇後時々雨,大雨
2015/6/6,24.6,13.4,曇時々雨一時晴,曇一時晴
2015/6/7,25.5,16.1,晴後薄曇,薄曇時々晴
2015/6/8,25.3,17.2,薄曇,雨一時曇
2015/6/9,21.9,17.3,曇時々雨,曇後一時晴
2015/6/10,27.8,17.5,薄曇,薄曇
2015/6/11,27.5,18.9,薄曇,曇後雨
2015/6/12,25,18.9,雨後曇,曇時々雨
2015/6/13,29,20.8,曇一時晴,曇後時々雨
2015/6/14,26.8,20.5,曇一時雨,曇後一時晴
2015/6/15,30.8,19.5,薄曇一時晴,薄曇
2015/6/16,27.2,20,曇,曇一時大雨
2015/6/17,24.8,19.8,曇一時雨,曇一時雨
2015/6/18,26.1,19.8,曇後一時雨,曇後雨
2015/6/19,20.8,17.6,雨,曇時々雨後一時晴
2015/6/20,26.9,17.2,薄曇一時晴,曇
2015/6/21,22.8,18.2,雨時々曇,晴後曇一時雨
2015/6/22,26.8,18.5,曇,薄曇
2015/6/23,28.8,18.4,晴時々曇,雨一時曇後晴、雷を伴う
2015/6/24,29.9,18,晴,薄曇時々晴
2015/6/25,28.7,20.6,晴一時曇,晴時々薄曇
2015/6/26,25.6,20.6,曇後雨,雨
2015/6/27,25.5,20.6,雨後曇,曇後一時晴
2015/6/28,31.4,18.4,晴後曇,曇
2015/6/29,26.3,18,晴一時曇,曇時々晴
2015/6/30,26.7,19.8,曇,雨一時曇
2015/7/1,22.4,19.2,雨後一時曇,曇
2015/7/2,25,20.1,曇一時雨,曇後時々雨
2015/7/3,23.4,20.8,大雨後一時曇,雨後一時曇
2015/7/4,25.9,20.8,雨時々曇,雨
2015/7/5,21.9,19.1,雨時々曇,曇時々雨
2015/7/6,21.1,18.9,雨,曇一時雨
2015/7/7,24.3,18.7,雨時々曇,曇一時雨
2015/7/8,26.6,19.2,曇後雨,雨
2015/7/9,20.4,18.6,雨一時曇,曇時々雨
2015/7/10,28.9,17.6,晴一時曇,晴
2015/7/11,31.3,21.1,晴一時曇,晴一時薄曇
2015/7/12,32,22.4,晴時々薄曇,薄曇時々晴
2015/7/13,34.2,24.1,薄曇,薄曇後晴
2015/7/14,34.3,26.7,快晴,晴
2015/7/15,33.2,24.2,晴,大雨時々曇
2015/7/16,28.9,23.6,曇時々雨,曇一時雨
2015/7/17,30.4,22.8,曇一時雨,薄曇時々晴
2015/7/18,29.9,25.6,曇後雨,曇時々晴一時雨
2015/7/19,34.8,25,晴後曇,曇一時晴
2015/7/20,33.5,25.8,晴時々曇,晴一時曇
2015/7/21,34.9,25.4,晴,快晴
2015/7/22,32.8,25.4,晴一時薄曇,雨時々曇
2015/7/23,30.4,24.7,曇時々雨,曇
2015/7/24,33.9,25,曇後一時雨、雷を伴う,晴一時曇
2015/7/25,33.1,24.7,薄曇後一時晴,晴
2015/7/26,35.8,26,薄曇時々晴,晴
2015/7/27,35,25.6,晴,晴後曇
2015/7/28,34.1,27.1,曇後晴,曇時々晴
2015/7/29,32.5,27.1,曇時々晴,曇後一時晴
2015/7/30,34.3,26.5,曇後一時雨、雷を伴う,晴一時曇
2015/7/31,35,25.9,晴,快晴
2015/8/1,35.3,26.6,晴,晴一時曇
2015/8/2,35.1,26.3,晴,曇時々晴
2015/8/3,35,26.1,晴,晴
2015/8/4,35.1,26.5,晴,晴
2015/8/5,35.2,25.7,快晴,快晴
2015/8/6,35.9,26.8,晴,晴後一時薄曇
2015/8/7,37.7,26.8,晴後時々薄曇,曇時々晴
2015/8/8,32.6,24.9,曇時々晴,曇一時晴
2015/8/9,33.4,24.7,晴一時曇,晴後曇
2015/8/10,31.9,25.5,曇一時雨、雷を伴う,曇時々晴
2015/8/11,35.5,25.3,曇後時々晴,曇
2015/8/12,33.7,26.3,曇一時晴,曇後一時雨
2015/8/13,30.5,25.3,曇一時雨,曇後一時雨
2015/8/14,31.8,24,曇一時晴,曇時々雨
2015/8/15,33.1,24.1,晴一時曇,晴後一時曇
2015/8/16,31.9,24.6,曇時々晴,雨時々曇、雷を伴う
2015/8/17,28,23.6,雨時々曇,曇一時雨
2015/8/18,31.9,26,曇,曇
2015/8/19,31.4,25.7,曇,曇後一時雨
2015/8/20,27,24,雨後時々曇,曇一時雨
2015/8/21,29.4,24.5,曇後一時雨,曇
2015/8/22,32.7,24.7,曇後晴,曇時々晴
2015/8/23,31.4,24,曇一時晴,曇一時晴
